9.315328598022460938e+00 0.000000000000000000e+00 1.737226867675781250e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.543780326843261719e+00 4.138003349304199219e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.154897308349609375e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.405450820922851562e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.434902954101562500e+01 0.000000000000000000e+00 6.637106895446777344e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.258842706680297852e+00 2.173806667327880859e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.099288082122802734e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.499194622039794922e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.449003028869628906e+01 0.000000000000000000e+00 9.028176307678222656e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.146220445632934570e+00 7.109851241111755371e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.225450229644775391e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.643810749053955078e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.643843078613281250e+01 0.000000000000000000e+00 7.546470642089843750e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.015876865386962891e+01 1.159373569488525391e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.013821840286254883e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.051956653594970703e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.849763107299804688e+01 0.000000000000000000e+00 2.224258422851562500e+01 0.000000000000000000e+00 0.000000000000000000e+00 6.056639671325683594e+00 3.978486537933349609e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.615590858459472656e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.028845691680908203e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.435124588012695312e+01 0.000000000000000000e+00 2.217012405395507812e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.032029819488525391e+01 2.610420227050781250e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.686895847320556641e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.912060499191284180e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.910115051269531250e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.309500694274902344e+00 1.698508071899414062e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.572241115570068359e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.348921775817871094e+01 0.000000000000000000e+00 3.228482007980346680e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.896407127380371094e+00 5.130299568176269531e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.900736808776855469e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.112166881561279297e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.236922264099121094e+00 0.000000000000000000e+00 1.683845710754394531e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.830163955688476562e+00 6.074233055114746094e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.762870407104492188e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.410906314849853516e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.513015174865722656e+01 0.000000000000000000e+00 1.099529075622558594e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.116171836853027344e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.625686836242675781e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.545207977294921875e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.082731533050537109e+01 0.000000000000000000e+00 7.011878967285156250e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.601796865463256836e+00 1.656301856040954590e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.497952461242675781e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.149744510650634766e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.484628200531005859e+00 0.000000000000000000e+00 2.121956110000610352e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.255169630050659180e+00 5.315558433532714844e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.163171386718750000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.427474498748779297e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.704734420776367188e+01 0.000000000000000000e+00 5.725793361663818359e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.584565258026123047e+01 5.887146472930908203e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.164952278137207031e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.547032833099365234e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.565755844116210938e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.336081790924072266e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.119148254394531250e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.066071987152099609e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.504078865051269531e+01 0.000000000000000000e+00 5.654194831848144531e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.292118072509765625e+00 8.876964569091796875e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.540542721748352051e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.236593818664550781e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.615672588348388672e+00 0.000000000000000000e+00 8.290556907653808594e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.978497505187988281e+00 5.959415435791015625e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.864850044250488281e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.101086139678955078e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.420534515380859375e+01 0.000000000000000000e+00 1.880994415283203125e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.254653263092041016e+01 2.356672763824462891e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.540147781372070312e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.059086799621582031e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.203688812255859375e+01 0.000000000000000000e+00 1.444254875183105469e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.336477756500244141e+01 0.000000000000000000e+00 0.000000000000000000e+00 4.700956344604492188e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.974636077880859375e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.593071556091308594e+01 0.000000000000000000e+00 1.214151096343994141e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.842395591735839844e+01 6.651777267456054688e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.595960140228271484e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.341784477233886719e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.121519470214843750e+01 0.000000000000000000e+00 4.429440498352050781e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.980789184570312500e+01 1.114874172210693359e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.523809337615966797e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.499309444427490234e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.379950714111328125e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.443493366241455078e+01 3.996294498443603516e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.581202220916748047e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.940690612792968750e+01 0.000000000000000000e+00 1.142966365814208984e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.332929134368896484e+01 1.589965581893920898e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.402185201644897461e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.212877750396728516e+01 0.000000000000000000e+00 2.139763069152832031e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.215545272827148438e+01 1.494221687316894531e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.050699710845947266e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.520941257476806641e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
